Row,Column,Conexions
131,33,"W,S"
132,33,"E,N"
133,33,"E,S"
134,33,"E,N"
135,33,"E,S"
136,33,"N,S"
137,33,"W,N"
138,33,"W,S"
139,33,"E,N"
140,33,W
141,33,"E,W"
142,33,"W,S"
143,33,"E,N"
144,33,"W,S"
145,33,"E,N"
146,33,"W,S"
147,33,"W,N"
148,33,"E,W"
149,33,"E,S"
150,33,"N,S"
151,33,"E,N"
152,33,"E,W"
153,33,"E,S"
154,33,"N,S"
155,33,"E,N"
156,33,"E,W"
157,33,"W,S"
158,33,"E,N"
159,33,"E,W,S"
160,33,"E,N"
161,33,"E,W"
162,33,"W,S"
163,33,"N,S"
164,33,"W,N"
165,33,"E,W"
166,33,"E,S"
167,33,"N,S"
168,33,"W,N"
169,33,"E,S"
170,33,"N,S"
171,33,"E,N"
172,33,"E,S"
173,33,"N,S"
174,33,"W,N"
175,33,"E,W"
176,33,"E,W"
177,33,"W,S"
178,33,"E,N"
179,33,W
180,33,"E,S"
181,33,"N,S"
182,33,"E,N"
183,33,"E,W"
184,33,W
185,33,"E,W,S"
186,33,"E,N"
187,33,"W,S"
188,33,"N,S"
189,33,"N,S"
190,33,"N,S"
191,33,"N,S"
192,33,"E,N"
193,33,"E,W"
194,33,E
195,33,"W,S"
196,33,"W,N"
197,33,"E,S"
198,33,"W,N"
199,33,"W,S"
200,33,"E,N"
51,34,"E,W"
52,34,"E,W"
53,34,"E,W"
54,34,W
55,34,"W,S"
56,34,"E,N,S"
57,34,"W,N"
58,34,"E,S"
59,34,"E,N,S"
60,34,"W,N"
61,34,"E,S"
62,34,"W,N"
63,34,"E,W"
64,34,"W,S"
65,34,"N,S"
66,34,"E,N"
67,34,S
68,34,"E,N,S"
69,34,"N,S"
70,34,"W,N"
71,34,"E,W"
72,34,"E,S"
73,34,"W,N"
74,34,"W,S"
75,34,"N,S"
76,34,"N,S"
77,34,"W,N"
78,34,"E,S"
79,34,"N,S"
80,34,"E,N"
81,34,"E,W"
82,34,"E,S"
83,34,"E,N"
84,34,"W,S"
85,34,"E,N"
86,34,"E,S"
87,34,"N,S"
88,34,"W,N"
89,34,"W,S"
90,34,"E,N"
91,34,"E,W"
92,34,"E,W"
93,34,"W,S"
94,34,"N,S"
95,34,"W,N"
96,34,"W,S"
97,34,"N,S"
98,34,"N,S"
99,34,"E,N"
100,34,"E,W,S"
101,34,N
102,34,"E,W"
103,34,"W,S"
104,34,"N,S"
105,34,"E,N"
106,34,S
107,34,"N,S"
108,34,"E,N,S"
109,34,"N,S"
110,34,"E,N,S"
111,34,N
112,34,"E,W"
113,34,"W,S"
114,34,"W,N"
115,34,"W,S"
116,34,"E,N"
117,34,W
118,34,"W,S"
119,34,"E,N"
120,34,"W,S"
121,34,"W,N"
122,34,"E,W,S"
123,34,"W,N"
124,34,"E,S"
125,34,"E,N"
126,34,"E,S"
127,34,"N,S"
128,34,"W,N"
129,34,E
130,34,"E,W,S"
131,34,"E,N"
132,34,"E,W"
133,34,"E,W"
134,34,"W,S"
135,34,"W,N"
136,34,"E,S"
137,34,"E,N"
138,34,E
139,34,"W,S"
140,34,"E,N"
141,34,"E,W"
142,34,"E,S"
143,34,"W,N"
144,34,E
145,34,"W,S"
146,34,"E,N,S"
147,34,"E,N"
148,34,"E,W"
149,34,"W,S"
150,34,"E,N"
151,34,"E,W"
152,34,"E,W"
153,34,"E,W"
154,34,"E,S"
155,34,"E,W,N"
156,34,"E,W"
157,34,S
158,34,"E,W,N"
159,34,W
160,34,"E,W"
161,34,"W,S"
162,34,"N,S"
163,34,"N,S"
164,34,"N,S"
165,34,"W,N"
166,34,"W,S"
167,34,"E,N"
168,34,"E,S"
169,34,"W,N,S"
170,34,N
171,34,"E,W"
172,34,"W,S"
173,34,"N,S"
174,34,"E,N"
175,34,"W,S"
176,34,"W,N,S"
177,34,N
178,34,"W,S"
179,34,"N,S"
180,34,"W,N"
181,34,"E,S"
182,34,"W,N"
183,34,"W,S"
184,34,"N,S"
185,34,"W,N"
186,34,"W,S"
187,34,"E,N"
188,34,"E,S"
189,34,"N,S"
190,34,"E,N"
191,34,E
192,34,"E,W"
193,34,"E,W,S"
194,34,"W,N,S"
195,34,"N,S"
196,34,N
197,34,"E,W"
198,34,S
199,34,"N,S"
200,34,"W,N"
51,35,"W,N"
52,35,"E,W"
53,35,"E,W"
54,35,"E,S"
55,35,"E,N"
56,35,"W,S"
57,35,"N,S"
58,35,"W,N"
59,35,W
60,35,"E,S"
61,35,"W,N"
62,35,"E,S"
63,35,"W,N"
64,35,S
65,35,"E,N"
66,35,"E,W"
67,35,"E,S"
68,35,"W,N"
69,35,E
70,35,"E,S"
71,35,"W,N"
72,35,"E,W,S"
73,35,"E,N,S"
74,35,"E,N"
75,35,"E,S"
76,35,"N,S"
77,35,"E,N"
78,35,"E,W"
79,35,"E,S"
80,35,"E,W,N"
81,35,"W,S"
82,35,"W,N"
83,35,"E,W"
84,35,E
85,35,"E,W"
86,35,"W,S"
87,35,"E,N,S"
88,35,N
89,35,"E,S"
90,35,"W,N"
91,35,"E,W"
92,35,"W,S"
93,35,"E,N"
94,35,"E,S"
95,35,"N,S"
96,35,"N,S"
97,35,"E,N"
98,35,"E,S"
99,35,"W,N"
100,35,"W,S"
101,35,"E,N"
102,35,"E,W"
103,35,"E,S"
104,35,"E,N"
105,35,"W,S"
106,35,"N,S"
107,35,"E,N"
108,35,"W,S"
109,35,N
110,35,"E,W,S"
111,35,"E,N"
112,35,"W,S"
113,35,"E,N"
114,35,S
115,35,"E,N"
116,35,"W,S"
117,35,"N,S"
118,35,"E,N"
119,35,"W,S"
120,35,"N,S"
121,35,"E,N"
122,35,"E,W"
123,35,"E,S"
124,35,"W,N"
125,35,"E,W"
126,35,"E,W"
127,35,"E,S"
128,35,"E,N"
129,35,"W,S"
130,35,"W,N"
131,35,"W,S"
132,35,"W,N,S"
133,35,"W,N"
134,35,"E,S"
135,35,"E,N"
136,35,"E,W"
137,35,"E,W"
138,35,"E,W"
139,35,"E,S"
140,35,"W,N,S"
141,35,"W,N"
142,35,"W,S"
143,35,"N,S"
144,35,"W,N"
145,35,"E,S"
146,35,"W,N"
147,35,"E,W"
148,35,"E,W"
149,35,E
150,35,"E,W"
151,35,"W,S"
152,35,"W,N"
153,35,"E,W"
154,35,"E,W"
155,35,"E,W"
156,35,"W,S"
157,35,"E,N"
158,35,"W,S"
159,35,"E,N"
160,35,"E,W"
161,35,"E,S"
162,35,"N,S"
163,35,"N,S"
164,35,"N,S"
165,35,"E,N,S"
166,35,"E,N"
167,35,"W,S"
168,35,"W,N"
169,35,E
170,35,"E,S"
171,35,"E,W,N"
172,35,E
173,35,"E,S"
174,35,"W,N"
175,35,"E,S"
176,35,"N,S"
177,35,"E,N,S"
178,35,"N,S"
179,35,N
180,35,"E,S"
181,35,"W,N"
182,35,"E,S"
183,35,"N,S"
184,35,"E,N,S"
185,35,"N,S"
186,35,N
187,35,"E,W"
188,35,"W,S"
189,35,"E,N"
190,35,"E,W"
191,35,"E,W"
192,35,"W,S"
193,35,"W,N"
194,35,"E,S"
195,35,"N,S"
196,35,"E,N"
197,35,"E,W"
198,35,"E,S"
199,35,"N,S"
200,35,"E,N"
51,36,"E,S"
52,36,"W,N"
53,36,"W,S"
54,36,"E,W,N"
55,36,"W,S"
56,36,"E,N"
57,36,"E,S"
58,36,"N,S"
59,36,"E,N"
60,36,"W,S"
61,36,"E,N"
62,36,"W,S"
63,36,"N,S"
64,36,"N,S"
65,36,"W,N"
66,36,"E,W"
67,36,"E,W"
68,36,"E,S"
69,36,"W,N"
70,36,"E,W"
71,36,S
72,36,"W,N"
73,36,"E,W"
74,36,"E,W"
75,36,"W,S"
76,36,"E,N"
77,36,"E,W"
78,36,"E,W"
79,36,"E,W"
80,36,W
81,36,"E,S"
82,36,"N,S"
83,36,"W,N"
84,36,"E,W"
85,36,"W,S"
86,36,"N,S"
87,36,"W,N"
88,36,"E,S"
89,36,"W,N"
90,36,"E,S"
91,36,"W,N"
92,36,"E,S"
93,36,"W,N"
94,36,"E,W"
95,36,"E,S"
96,36,"E,N"
97,36,"E,W"
98,36,"E,W"
99,36,"E,S"
100,36,"N,S"
101,36,"W,N"
102,36,"W,S"
103,36,"W,N"
104,36,"W,S"
105,36,"E,N"
106,36,"E,S"
107,36,"W,N"
108,36,"E,S"
109,36,"E,N"
110,36,W
111,36,"E,W"
112,36,"E,S"
113,36,"W,N"
114,36,"E,S"
115,36,"W,N,S"
116,36,"E,N"
117,36,E
118,36,"W,S"
119,36,"E,N"
120,36,"E,S"
121,36,"W,N"
122,36,"W,S"
123,36,"W,N"
124,36,S
125,36,"W,N"
126,36,"W,S"
127,36,"W,N"
128,36,"E,W,S"
129,36,"N,S"
130,36,"N,S"
131,36,"E,N"
132,36,"E,S"
133,36,"N,S"
134,36,"W,N"
135,36,"W,S"
136,36,"W,N"
137,36,"E,W"
138,36,"E,W,S"
139,36,"W,N"
140,36,E
141,36,"E,S"
142,36,"N,S"
143,36,"N,S"
144,36,"E,N"
145,36,"W,S"
146,36,"E,N"
147,36,W
148,36,"E,W"
149,36,"E,W"
150,36,"W,S"
151,36,"N,S"
152,36,"N,S"
153,36,"W,N"
154,36,"E,W"
155,36,W
156,36,"E,S"
157,36,"W,N"
158,36,E
159,36,"E,W"
160,36,"W,S"
161,36,"W,N"
162,36,"E,S"
163,36,"N,S"
164,36,"N,S"
165,36,"W,N"
166,36,"E,W"
167,36,"E,S"
168,36,"E,N,S"
169,36,"E,W,N"
170,36,"E,W"
171,36,"W,S"
172,36,"E,W,N"
173,36,"W,S"
174,36,"E,N,S"
175,36,"W,N"
176,36,S
177,36,"W,N"
178,36,"E,S"
179,36,"E,N"
180,36,"E,W"
181,36,"E,S"
182,36,"W,N"
183,36,E
184,36,"E,W"
185,36,"E,S"
186,36,"E,N"
187,36,"W,S"
188,36,"E,N,S"
189,36,"W,N"
190,36,"W,S"
191,36,"W,N"
192,36,"E,S"
193,36,"E,N"
194,36,"E,W"
195,36,E
196,36,"E,W"
197,36,"W,S"
198,36,"W,N,S"
199,36,"E,N"
200,36,"E,W"
51,37,"E,W,N"
52,37,"E,S"
53,37,"E,N"
54,37,"W,S"
55,37,N
56,37,"W,S"
57,37,"W,N,S"
58,37,N
59,37,"W,S"
60,37,"E,N"
61,37,"E,W"
62,37,"E,S"
63,37,"N,S"
64,37,"E,N"
65,37,"E,S"
66,37,"W,N"
67,37,"E,W"
68,37,"E,W"
69,37,"E,S"
70,37,"W,N,S"
71,37,"N,S"
72,37,"N,S"
73,37,"W,N"
74,37,"E,W"
75,37,"E,S"
76,37,"W,N"
77,37,W
78,37,"E,W"
79,37,"W,S"
80,37,"N,S"
81,37,"W,N"
82,37,S
83,37,"N,S"
84,37,"W,N,S"
85,37,"N,S"
86,37,"E,N"
87,37,"E,S"
88,37,"W,N"
89,37,S
90,37,"W,N,S"
91,37,"E,N"
92,37,"E,W"
93,37,"E,S"
94,37,"W,N,S"
95,37,"W,N"
96,37,W
97,37,"E,W,S"
98,37,"W,N"
99,37,"E,W,S"
100,37,"N,S"
101,37,"E,N,S"
102,37,"E,N"
103,37,E
104,37,"E,S"
105,37,"W,N"
106,37,"W,S"
107,37,"N,S"
108,37,"W,N"
109,37,"E,W"
110,37,"E,S"
111,37,"W,N"
112,37,"E,W"
113,37,S
114,37,"E,W,N"
115,37,"E,S"
116,37,"W,N"
117,37,"E,W,S"
118,37,"E,N"
119,37,"W,S"
120,37,"W,N"
121,37,"E,S"
122,37,"N,S"
123,37,"N,S"
124,37,"N,S"
125,37,"N,S"
126,37,"N,S"
127,37,"E,N"
128,37,"W,S"
129,37,N
130,37,"E,S"
131,37,"W,N"
132,37,"E,W"
133,37,"E,S"
134,37,"E,N"
135,37,E
136,37,"E,S"
137,37,"W,N"
138,37,"W,S"
139,37,"N,S"
140,37,"E,W,N"
141,37,"W,S"
142,37,"E,N,S"
143,37,N
144,37,"E,W"
145,37,"E,S"
146,37,"W,N"
147,37,"E,S"
148,37,"W,N"
149,37,"E,W,S"
150,37,"E,N"
151,37,"E,S"
152,37,"N,S"
153,37,"E,N,S"
154,37,"W,N"
155,37,"E,S"
156,37,"W,N"
157,37,"E,S"
158,37,"E,W,N"
159,37,"W,S"
160,37,"N,S"
161,37,"E,N"
162,37,"E,W"
163,37,"E,S"
164,37,"N,S"
165,37,"E,N"
166,37,"E,W"
167,37,W
168,37,"E,W"
169,37,"E,W"
170,37,"W,S"
171,37,"E,N"
172,37,W
173,37,"E,S"
174,37,"W,N"
175,37,"E,S"
176,37,"N,S"
177,37,"N,S"
178,37,"W,N"
179,37,"E,W"
180,37,"E,W"
181,37,"W,S"
182,37,"N,S"
183,37,"E,W,N"
184,37,"E,W"
185,37,"E,W"
186,37,"E,W"
187,37,"E,S"
188,37,"W,N"
189,37,"E,S"
190,37,"N,S"
191,37,"N,S"
192,37,"W,N"
193,37,"W,S"
194,37,"W,N"
195,37,"E,W"
196,37,"E,W"
197,37,"E,S"
198,37,"E,N"
199,37,"E,W"
200,37,"E,W"
51,38,W
52,38,"E,W"
53,38,"W,S"
54,38,"N,S"
55,38,"N,S"
56,38,"N,S"
57,38,"N,S"
58,38,"N,S"
59,38,"E,N"
60,38,"E,W"
61,38,"E,W"
62,38,"W,S"
63,38,"E,N"
64,38,"E,W"
65,38,"W,S"
66,38,"E,N"
67,38,"E,W"
68,38,"W,S"
69,38,"E,W,N"
70,38,"E,S"
71,38,"N,S"
72,38,"N,S"
73,38,"E,N"
74,38,"W,S"
75,38,"W,N"
76,38,"E,S"
77,38,"E,N"
78,38,"E,W"
79,38,"E,S"
80,38,"E,N"
81,38,S
82,38,"E,N,S"
83,38,"N,S"
84,38,"N,S"
85,38,"N,S"
86,38,"W,N"
87,38,"W,S"
88,38,"E,N"
89,38,"E,S"
90,38,"E,N"
91,38,W
92,38,"E,W"
93,38,W
94,38,"E,S"
95,38,"N,S"
96,38,"E,N"
97,38,"W,S"
98,38,"E,N"
99,38,"E,W"
100,38,E
101,38,"E,W"
102,38,"W,S"
103,38,"E,W,N"
104,38,"W,S"
105,38,"E,N"
106,38,"E,S"
107,38,"N,S"
108,38,"N,S"
109,38,"W,N"
110,38,"E,W,S"
111,38,"N,S"
112,38,"W,N"
113,38,"E,S"
114,38,"W,N"
115,38,"E,W"
116,38,E
117,38,"E,W"
118,38,"E,W,S"
119,38,"E,N"
120,38,E
121,38,"E,W,S"
122,38,"E,N"
123,38,S
124,38,"E,N"
125,38,"E,S"
126,38,"E,N"
127,38,"W,S"
128,38,"N,S"
129,38,"E,N"
130,38,"E,W,S"
131,38,"E,N"
132,38,"E,W"
133,38,"E,W"
134,38,"W,S"
135,38,"E,W,N"
136,38,"W,S"
137,38,"N,S"
138,38,"E,N"
139,38,S
140,38,"W,N"
141,38,"E,S"
142,38,"W,N"
143,38,"E,S"
144,38,"W,N"
145,38,"E,W,S"
146,38,"N,S"
147,38,"W,N"
148,38,"E,S"
149,38,"W,N"
150,38,"E,W"
151,38,"E,W"
152,38,E
153,38,"E,W"
154,38,"E,S"
155,38,"W,N"
156,38,S
157,38,"W,N"
158,38,"W,S"
159,38,"N,S"
160,38,"N,S"
161,38,"W,N,S"
162,38,"W,N"
163,38,"E,W"
164,38,"E,S"
165,38,"W,N"
166,38,"W,S"
167,38,"E,N"
168,38,"E,W"
169,38,"W,S"
170,38,"E,N"
171,38,"W,S"
172,38,"N,S"
173,38,"W,N"
174,38,"E,S"
175,38,"W,N"
176,38,"E,S"
177,38,"N,S"
178,38,"N,S"
179,38,"W,N"
180,38,"E,W"
181,38,"E,S"
182,38,"E,N"
183,38,"E,W"
184,38,"W,S"
185,38,"W,N"
186,38,"E,W"
187,38,"E,W"
188,38,"E,S"
189,38,"W,N"
190,38,"E,S"
191,38,"N,S"
192,38,"E,N"
193,38,"E,S"
194,38,"E,N,S"
195,38,"W,N"
196,38,"W,S"
197,38,"W,N"
198,38,"E,W"
199,38,W
200,38,"E,W"
51,39,"E,S"
52,39,"E,W,N"
53,39,"E,S"
54,39,"N,S"
55,39,"E,N"
56,39,"E,S"
57,39,"E,N"
58,39,S
59,39,"W,N,S"
60,39,"W,N"
61,39,"E,W,S"
62,39,"N,S"
63,39,"W,N"
64,39,"E,W,S"
65,39,"E,N"
66,39,"E,W"
67,39,"W,S"
68,39,"E,N"
69,39,W
70,39,"E,W"
71,39,"E,S"
72,39,N
73,39,"W,S"
74,39,"N,S"
75,39,"N,S"
76,39,"W,N"
77,39,"W,S"
78,39,"W,N"
79,39,"E,W"
80,39,"W,S"
81,39,"E,N"
82,39,"W,S"
83,39,"N,S"
84,39,"N,S"
85,39,"E,N"
86,39,"E,S"
87,39,"N,S"
88,39,"W,N"
89,39,"E,W"
90,39,"W,S"
91,39,"E,N"
92,39,"E,W,S"
93,39,"E,N"
94,39,"W,S"
95,39,"E,N"
96,39,"E,W"
97,39,S
98,39,"E,W,N"
99,39,"W,S"
100,39,"W,N"
101,39,"W,S"
102,39,"E,N"
103,39,"E,W"
104,39,E
105,39,"E,W"
106,39,"W,S"
107,39,"E,N"
108,39,S
109,39,"E,N"
110,39,"E,W"
111,39,S
112,39,"E,N,S"
113,39,"W,N"
114,39,"E,S"
115,39,"W,N"
116,39,"W,S"
117,39,"W,N"
118,39,"E,W"
119,39,"E,W,S"
120,39,"W,N"
121,39,"E,W"
122,39,"W,S"
123,39,"E,N"
124,39,"E,W"
125,39,"E,W"
126,39,"W,S"
127,39,"N,S"
128,39,"E,N"
129,39,"E,W"
130,39,W
131,39,"E,W,S"
132,39,"W,N"
133,39,"E,W"
134,39,E
135,39,"W,S"
136,39,"N,S"
137,39,"E,N"
138,39,"W,S"
139,39,"N,S"
140,39,"N,S"
141,39,"W,N"
142,39,"E,S"
143,39,"W,N"
144,39,S
145,39,"W,N,S"
146,39,"E,N"
147,39,S
148,39,"W,N,S"
149,39,"E,N"
150,39,W
151,39,"E,W"
152,39,"E,W,S"
153,39,"W,N"
154,39,"W,S"
155,39,"N,S"
156,39,"N,S"
157,39,"N,S"
158,39,"N,S"
159,39,"N,S"
160,39,"E,N"
161,39,E
162,39,"E,S"
163,39,"W,N"
164,39,"W,S"
165,39,"E,N"
166,39,"E,S"
167,39,"W,N"
168,39,"E,W"
169,39,"E,S"
170,39,"W,N"
171,39,"E,S"
172,39,"N,S"
173,39,"N,S"
174,39,"W,N"
175,39,"E,S"
176,39,"W,N"
177,39,"E,S"
178,39,"N,S"
179,39,"E,N,S"
180,39,"W,N"
181,39,"E,W"
182,39,"E,W"
183,39,"E,W"
184,39,"E,S"
185,39,N
186,39,"W,S"
187,39,"W,N"
188,39,"E,W"
189,39,S
190,39,"W,N,S"
191,39,"E,N"
192,39,W
193,39,"E,W"
194,39,"W,S"
195,39,"N,S"
196,39,"N,S"
197,39,"E,N"
198,39,"W,S"
199,39,"E,N"
200,39,"E,W"
51,40,"E,W"
52,40,W
53,40,"W,S"
54,40,"E,N"
55,40,"W,S"
56,40,"W,N"
57,40,"W,S"
58,40,"E,N"
59,40,"E,S"
60,40,"N,S"
61,40,"W,N"
62,40,"E,S"
63,40,"N,S"
64,40,"W,N"
65,40,W
66,40,"E,W"
67,40,"E,S"
68,40,"W,N"
69,40,"E,S"
70,40,"W,N"
71,40,"W,S"
72,40,"E,N,S"
73,40,"E,N"
74,40,S
75,40,"N,S"
76,40,"E,N,S"
77,40,"E,N"
78,40,"E,S"
79,40,"W,N"
80,40,E
81,40,"W,S"
82,40,"E,N"
83,40,"E,S"
84,40,"N,S"
85,40,"E,W,N"
86,40,"W,S"
87,40,"N,S"
88,40,"E,N,S"
89,40,"W,N,S"
90,40,N
91,40,"E,W"
92,40,"E,W"
93,40,"W,S"
94,40,"E,N"
95,40,"E,W"
96,40,"W,S"
97,40,"E,N"
98,40,"W,S"
99,40,"N,S"
100,40,"N,S"
101,40,"N,S"
102,40,"W,N"
103,40,"W,S"
104,40,"E,W,N"
105,40,"E,W"
106,40,"E,S"
107,40,"W,N"
108,40,"E,S"
109,40,"E,W,N"
110,40,"W,S"
111,40,"N,S"
112,40,"W,N"
113,40,"E,S"
114,40,"W,N"
115,40,"E,S"
116,40,"N,S"
117,40,"E,N"
118,40,"E,W"
119,40,W
120,40,"E,S"
121,40,"W,N"
122,40,"E,S"
123,40,"W,N"
124,40,"E,W,S"
125,40,"W,N"
126,40,S
127,40,"E,N"
128,40,"E,W"
129,40,"W,S"
130,40,"E,N"
131,40,"W,S"
132,40,"N,S"
133,40,"W,N"
134,40,"E,W,S"
135,40,"N,S"
136,40,"E,N"
137,40,"W,S"
138,40,"N,S"
139,40,"E,N,S"
140,40,"N,S"
141,40,N
142,40,"E,W"
143,40,"E,S"
144,40,"E,N,S"
145,40,N
146,40,"E,W"
147,40,"E,S"
148,40,"N,S"
149,40,"W,N"
150,40,"E,S"
151,40,"W,N"
152,40,"E,W"
153,40,"E,S"
154,40,"N,S"
155,40,"N,S"
156,40,"N,S"
157,40,"N,S"
158,40,"N,S"
159,40,"E,N"
160,40,"E,W"
161,40,"E,W,S"
162,40,"W,N"
163,40,"E,S"
164,40,"E,N"
165,40,"E,W"
166,40,"W,S"
167,40,"N,S"
168,40,"W,N"
169,40,"E,W"
170,40,"E,S"
171,40,"W,N"
172,40,"E,S"
173,40,"N,S"
174,40,"E,N"
175,40,"E,W"
176,40,S
177,40,"W,N,S"
178,40,"E,N"
179,40,"E,W"
180,40,"E,S"
181,40,"W,N"
182,40,"E,W"
183,40,"E,W"
184,40,"W,S"
185,40,"N,S"
186,40,"E,N,S"
187,40,"E,N"
188,40,"E,W"
189,40,"E,S"
190,40,"E,N,S"
191,40,"W,N"
192,40,"E,S"
193,40,"W,N"
194,40,"E,S"
195,40,"N,S"
196,40,"E,N"
197,40,"E,W,S"
198,40,N
199,40,"E,W"
200,40,"E,W"
51,41,"E,W,S"
52,41,"E,N"
53,41,"E,S"
54,41,"W,N,S"
55,41,"N,S"
56,41,"N,S"
57,41,N
58,41,"E,W"
59,41,"E,W"
60,41,"E,S"
61,41,N
62,41,"W,S"
63,41,"E,N"
64,41,"E,S"
65,41,"N,S"
66,41,"W,N"
67,41,"E,W"
68,41,"E,S"
69,41,"W,N"
70,41,"E,S"
71,41,"E,N,S"
72,41,"W,N"
73,41,"W,S"
74,41,"E,N"
75,41,"E,S"
76,41,"W,N"
77,41,"E,W"
78,41,"W,S"
79,41,"E,N"
80,41,"E,W,S"
81,41,"N,S"
82,41,"W,N"
83,41,"E,W"
84,41,E
85,41,"E,W"
86,41,"E,S"
87,41,"E,N"
88,41,"E,W"
89,41,"E,S"
90,41,"N,S"
91,41,"W,N"
92,41,W
93,41,"E,S"
94,41,"W,N"
95,41,"E,W"
96,41,"E,S"
97,41,"W,N"
98,41,"E,S"
99,41,N
100,41,"E,S"
101,41,"N,S"
102,41,"E,N,S"
103,41,"E,N"
104,41,"E,W"
105,41,"W,S"
106,41,"W,N"
107,41,"E,S"
108,41,"W,N"
109,41,"E,W"
110,41,"E,S"
111,41,"E,N"
112,41,E
113,41,"W,S"
114,41,"E,N"
115,41,"E,W"
116,41,"E,S"
117,41,"W,N"
118,41,"E,W,S"
119,41,"N,S"
120,41,"W,N,S"
121,41,N
122,41,"E,W"
123,41,E
124,41,"W,S"
125,41,"E,N"
126,41,"E,S"
127,41,"E,W,N"
128,41,"W,S"
129,41,"E,N"
130,41,"W,S"
131,41,"N,S"
132,41,"E,N"
133,41,"E,S"
134,41,"W,N,S"
135,41,N
136,41,"E,W,S"
137,41,N
138,41,"E,S"
139,41,"W,N"
140,41,"E,S"
141,41,"N,S"
142,41,"W,N"
143,41,"E,W"
144,41,"W,S"
145,41,"N,S"
146,41,"W,N,S"
147,41,"E,W,N"
148,41,"E,S"
149,41,"N,S"
150,41,"W,N"
151,41,"E,S"
152,41,"W,N"
153,41,"W,S"
154,41,"N,S"
155,41,"E,N"
156,41,"E,S"
157,41,"E,N"
158,41,"E,S"
159,41,"W,N"
160,41,"E,W"
161,41,"E,W"
162,41,E
163,41,"E,W"
164,41,"W,S"
165,41,"E,W,N"
166,41,E
167,41,"E,S"
168,41,"N,S"
169,41,"W,N"
170,41,"W,S"
171,41,"N,S"
172,41,"W,N"
173,41,"E,S"
174,41,"W,N"
175,41,"W,S"
176,41,"E,N"
177,41,"E,S"
178,41,"W,N"
179,41,"E,W"
180,41,"E,W"
181,41,E
182,41,"E,W"
183,41,"W,S"
184,41,"E,N"
185,41,"E,S"
186,41,"E,W,N"
187,41,W
188,41,"E,W"
189,41,"E,W"
190,41,W
191,41,"E,S"
192,41,"W,N,S"
193,41,N
194,41,"E,W"
195,41,"E,S"
196,41,"W,N"
197,41,"W,S"
198,41,"N,S"
199,41,"W,N,S"
200,41,"W,N"
51,42,W
52,42,"W,S"
53,42,"W,N,S"
54,42,N
55,42,"E,S"
56,42,"E,N"
57,42,"E,S"
58,42,"W,N"
59,42,"E,W"
60,42,"E,W"
61,42,"E,S"
62,42,"N,S"
63,42,"E,W,N"
64,42,"W,S"
65,42,"E,N"
66,42,"E,S"
67,42,"E,W,N"
68,42,"W,S"
69,42,"E,N"
70,42,W
71,42,"E,W"
72,42,"E,S"
73,42,N
74,42,"E,W"
75,42,"E,W,S"
76,42,"E,N"
77,42,"E,W,S"
78,42,"N,S"
79,42,"W,N"
80,42,"W,S"
81,42,"E,N"
82,42,"E,S"
83,42,"W,N"
84,42,"E,W"
85,42,"E,W"
86,42,"E,W"
87,42,"E,W"
88,42,W
89,42,"E,W"
90,42,"E,S"
91,42,"N,S"
92,42,"E,N"
93,42,"W,S"
94,42,"N,S"
95,42,"E,W,N"
96,42,"W,S"
97,42,"E,N"
98,42,"E,W"
99,42,"E,S"
100,42,"W,N,S"
101,42,N
102,42,"E,W"
103,42,"E,W"
104,42,"W,S"
105,42,"E,N"
106,42,"E,S"
107,42,"W,N"
108,42,E
109,42,"E,W"
110,42,"E,W"
111,42,"W,S"
112,42,"E,W,N"
113,42,E
114,42,"E,W"
115,42,"E,W"
116,42,"E,W"
117,42,S
118,42,"W,N,S"
119,42,"N,S"
120,42,"E,N"
121,42,"E,S"
122,42,"W,N"
123,42,"E,W,S"
124,42,"E,N"
125,42,"E,W"
126,42,"E,W"
127,42,"E,W"
128,42,"E,S"
129,42,"E,W,N"
130,42,S
131,42,"E,N"
132,42,"E,W"
133,42,W
134,42,"E,S"
135,42,"E,N"
136,42,"W,S"
137,42,"E,N,S"
138,42,"W,N,S"
139,42,N
140,42,"W,S"
141,42,"E,N"
142,42,E
143,42,"W,S"
144,42,"E,N"
145,42,"E,S"
146,42,"E,N"
147,42,W
148,42,"E,W,S"
149,42,"E,N"
150,42,"E,S"
151,42,"W,N"
152,42,"E,S"
153,42,"E,N"
154,42,S
155,42,"W,N"
156,42,"E,W"
157,42,"W,S"
158,42,"W,N"
159,42,"E,S"
160,42,"W,N"
161,42,"W,S"
162,42,"E,W,N"
163,42,"E,W"
164,42,E
165,42,"E,W"
166,42,"E,W"
167,42,"E,W"
168,42,S
169,42,"N,S"
170,42,"E,N"
171,42,"E,S"
172,42,"E,N"
173,42,"W,S"
174,42,"E,N"
175,42,E
176,42,"W,S"
177,42,"W,N"
178,42,E
179,42,"E,W"
180,42,"E,W"
181,42,"E,W"
182,42,"E,W,S"
183,42,N
184,42,"W,S"
185,42,"W,N"
186,42,"E,W"
187,42,"E,S"
188,42,"W,N"
189,42,"E,W"
190,42,"E,S"
191,42,"W,N"
192,42,"E,S"
193,42,"E,N"
194,42,"E,W"
195,42,"W,S"
196,42,"E,N"
197,42,"E,S"
198,42,"N,S"
199,42,"N,S"
200,42,"E,N"
51,43,"E,N"
52,43,"E,S"
53,43,"N,S"
54,43,"N,S"
55,43,"W,N"
56,43,"W,S"
